refArea,Number of cases,Observation URI,references,publisher,disease,dataset,refPeriod
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2016
https://dbpedia.org/resource/North_Lebanon,0.0,http://linked.aub.edu.lb/CODEC/observation/North-2016-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2016-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2016
https://dbpedia.org/resource/Beqaa_Valley,0.0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2016-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2016.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2016
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beirut,0,http://linked.aub.edu.lb/CODEC/observation/Beirut-2017-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Beirut2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2017
https://dbpedia.org/resource/Beqaa_Valley,0,http://linked.aub.edu.lb/CODEC/observation/Bekaa-2017-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/Bekaa2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-08-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/08-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-09-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/09-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-10-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/10-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-11-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/11-2017
https://dbpedia.org/resource/South_Governorate,0,http://linked.aub.edu.lb/CODEC/observation/South-2017-12-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/South2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/12-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-01-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/01-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-02-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/02-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-03-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/03-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-04-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/04-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-05-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/05-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-06-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/06-2017
https://dbpedia.org/resource/North_Lebanon,0,http://linked.aub.edu.lb/CODEC/observation/North-2017-07-Plague,https://www.moph.gov.lb/userfiles/files/Esu_data/Esu_pastyears/North2017.htm,Ministry of Public Health,http://dbpedia.org/resource/Bubonic_plague,http://linked.aub.edu.lb/CODEC/Dataset/Plague,http://server/unset-base/07-2017
